Generation,Cohesion,Alignment,Separation,Fitness
0,20,0.78,0.4,0.7697759608220262
0,30,0.78,0.6,0.42839707719684783
0,20,0.78,0.4,0.8059866159761145
0,20,0.78,0.6,0.8092774375002759
0,20,0.78,0.4,0.8161010894654595
0,20,0.52,0.6,0.86755051800595
0,20,0.52,0.6,0.8679308323749949
0,30,0.78,0.6,0.31773106025688996
0,30,0.52,0.6,0.898647329230815
0,30,0.78,0.6,0.9135737847004971
0,25,0.65,0.5,0.2830763982738691
0,20,0.52,0.4,0.2648480301597272
0,30,0.52,0.6,0.936580455090872
0,25,0.65,0.5,0.9501759439113111
0,25,0.65,0.5,0.9503975528943048
0,30,0.52,0.4,0.9585139426546732
0,20,0.78,0.6,0.9653993200231994
0,25,0.65,0.5,0.9782863324048857
0,20,0.78,0.4,0.9793173185322743
0,25,0.65,0.5,0.19691735199151766
1,24,0.6240000000000001,0.72,0.5261451831537461
1,16,0.9359999999999999,0.72,0.7456332434950592
1,16,0.9359999999999999,0.32000000000000006,0.8217990894211407
1,16,0.9359999999999999,0.48,0.8712397194833899
1,16,0.9359999999999999,0.48,0.31369384662665784
1,36,0.9359999999999999,0.72,0.8953642615798942
1,30,0.78,0.6,0.8957288509850707
1,24,0.9359999999999999,0.48,0.9213543823850254
1,20,0.78,0.4,0.9332280041515766
1,24,0.6240000000000001,0.48,0.9365684313058474
1,24,0.6240000000000001,0.72,0.9428553786488408
1,24,0.9359999999999999,0.48,0.9588588808884719
1,20,0.78,0.4,0.9637105388247158
1,16,0.9359999999999999,0.48,0.9638311594254036
1,20,0.78,0.4,0.9672086806282539
1,16,0.9359999999999999,0.48,0.2255576021033739
1,24,0.6240000000000001,0.32000000000000006,0.9797067400505249
1,16,0.6240000000000001,0.48,0.9845243311723508
1,20,0.78,0.6,0.14189662358051297
1,24,0.6240000000000001,0.72,0.13700396338954648
2,19.2,0.7488,0.38400000000000006,0.6961015062294305
2,28.799999999999997,0.7488000000000001,0.864,0.7033628261933779
2,16,0.9359999999999999,0.48,0.706778451769506
2,12.8,0.7488,0.384,0.7419166454552782
2,12.8,0.7488,0.384,0.44991728797370995
2,16,0.9359999999999999,0.48,0.783886644775595
2,16,0.9359999999999999,0.32000000000000006,0.8318278447141423
2,12.8,1.1232,0.38400000000000006,0.8833549448495072
2,19.2,1.1232,0.384,0.8937631839006016
2,19.2,1.1232,0.576,0.9353976376083805
2,16,0.9359999999999999,0.72,0.9533897532054365
2,19.2,0.7488,0.384,0.954079116735818
2,19.200000000000003,0.7488000000000001,0.864,0.9557696899334167
2,19.200000000000003,0.7488000000000001,0.576,0.23273476184501565
2,19.2,0.7488,0.25600000000000006,0.9727919658774292
2,19.2,0.7488,0.576,0.9735351547981015
2,12.8,0.7488,0.864,0.9804257731688579
2,24,0.6240000000000001,0.72,0.986171366294242
2,12.8,1.1232,0.576,0.1983729825840236
2,12.8,0.7488,0.864,0.043953966633253065
3,12.8,0.7488,0.384,0.6447694543688454
3,10.240000000000002,0.89856,0.4608,0.5510730487688134
3,28.799999999999997,0.7488000000000001,0.864,0.6993589172073189
3,10.240000000000002,0.59904,0.30720000000000003,0.4526116158370693
3,34.559999999999995,0.8985600000000001,0.6912,0.8387883458528747
3,15.36,0.59904,0.4608,0.8445870901082488
3,12.8,0.7488,0.384,0.8584485313656682
3,15.36,0.59904,0.3072000000000001,0.8750362967242055
3,19.2,1.1232,0.384,0.8882107562232723
3,23.04,0.59904,0.46080000000000004,0.9217995049406036
3,15.36,0.59904,0.4608,0.9242198767768727
3,12.8,0.7488,0.384,0.9270653815202045
3,19.2,0.7488,0.38400000000000006,0.9531378176643944
3,34.559999999999995,0.5990400000000001,0.6912,0.9777594899306341
3,16,0.9359999999999999,0.48,0.9823612915534228
3,15.36,0.59904,0.30720000000000003,0.2101263863953683
3,23.04,0.59904,0.46080000000000004,0.9903073547929222
3,15.36,0.59904,0.4608,0.20323277336267098
3,19.2,0.7488,0.576,0.1392691592848038
3,23.04,0.5990400000000001,1.0368,0.06822913052390885
4,10.240000000000002,0.89856,0.4608,0.5762377869418815
4,12.288000000000002,0.718848,0.36864,0.5656496104696408
4,27.647999999999996,0.7188480000000002,0.55296,0.5301001783104213
4,8.192000000000002,1.078272,0.36864,0.6798382063040455
4,8.192000000000002,0.718848,0.24576000000000003,0.4777224829986459
4,15.36,0.59904,0.30720000000000003,0.7808935226631513
4,10.240000000000002,0.59904,0.30720000000000003,0.8045141349929417
4,12.288000000000002,0.718848,0.36864,0.8281659837592701
4,34.559999999999995,0.5990400000000001,1.0368,0.3622537020495474
4,10.240000000000002,0.59904,0.30720000000000003,0.3237591756810481
4,27.647999999999996,1.0782720000000001,0.55296,0.3137047952000754
4,41.471999999999994,0.7188480000000002,0.8294400000000001,0.9152823308878183
4,12.8,0.7488,0.384,0.9510303832647007
4,34.559999999999995,0.8985600000000001,0.6912,0.9592479021746404
4,12.288000000000002,0.718848,0.36864,0.9677017977399546
4,23.04,0.5990400000000001,0.6912,0.22157311191653345
4,28.799999999999997,0.7488000000000001,0.864,0.984036706257495
4,8.192000000000002,0.718848,0.36864,0.14140547914036447
4,15.36,0.89856,0.30720000000000003,0.1201436508498955
4,23.04,0.5990400000000001,1.0368,0.06939804306644808
5,9.830400000000003,0.5750784000000001,0.44236800000000004,0.5868073574118199
5,6.553600000000002,0.8626176,0.19660800000000003,0.6844743398344629
